,Company_Name,Job_Title,Location,Easy_Apply,Rating,URL,Summary
115,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bvyxp-5kT5PI0anTaEYoEkcOlTMlp7z8iufLqgdrGl7g7r220Ha0md-YUF76AZTPPI-kAyb9KdkW89xQ0n_b1FjiK3xLf3t1Pq9qOyezUKh2OxQ8yFDkrTlpjQtKM8GGg0llbzGlDt9MlVnyFLYsTsQe-KMcCBvujfNpz1mOnOsiy08QhktU0SgBrXjx9S41-JMbfbAmolCZ26uccrfDxaIgTqoDcx1MfjY0Bu28sU0CfStu9SYD6uzurKVnvzEx71EeHbyflR-ZqB0-smh8PWWdAHCLlOR7Yb657ADYftkvtci3thbHJABjI1Q1WDB-eR3pq7zHiOkAGgtRx-4-WmyopYXNju0DUPdo_3H3EgXXbMrwUxL7jyR9RGxbd4HnNABMdDbwunmfurh1EFeq3YOpYeDOIeu-mMqAE2Sztnnip1KxOx0NDOGEXB_W1v5VrpNG1VQyA-kkggM5ukrOp029625XNjYN-QxZzxNlmnLBuexD15XyzKDO0wTJQ0wUgDikzSg6412b5s2phOVXH4cXcjo6DRsLs3aoOURMAC9PxEIngtsq4ceprEPTglbWj5EZingxwVqrOLzJQ4gkeJ6SvNMtZmh5k=&p=57&fvj=0&vjs=3," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
116,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVLD0NwOQENOe9ZSCJLsOt28qZmO4545ePKxrhyheH8r82zAzMcRn-EZpK-qOU5e02JRjkxkFg4CqLKoOXh1Rm2r6zWVkRGvH1HinlmX_iQTZ1DJfsE06rmQLRCh0xuYSUNBNh4L1Rqz_NKmjmkscFGWiKOoYdj5f_MaZyzdU60RWagPP-1yHBlDv2yEm7N6i60GrKFsy1ApSQClaV6CBPPSK-uh4t8wD9DIgD8l3KILtV1U2hyOyKjjM-YiIZxX86ZyASh1120ShMvZutTEH8do1ogNnB3OwyWTnZrMA7s6Ol0XZYTBOHcNlPxtCynreH1F4F1c8hLV08oMI4jrO4ot71qUiZRA1m16YhpTnUq5qCCEzVWEwD3fO8s1ROBKWCf-x2DIqsdWiaqiCIbKsWc-oH88jr-es=&p=58&fvj=0&vjs=3," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
117,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGhz_-wvt-BDCiVWiuhErwbB6GsiPuOxM0UTZR-v4jpZnm6O1Lpc3JXtPFh2YMOCJcUdS0bCviNczHYbd22bKIebTzeLAUGXojXRnsuWMOlUvO9qzVnoMUqa6HlV5NV9Opytjl5JuHZDwroslbjXIktyTmvP6sg9cntabLFtfylCHOA96p60_2OeSA-4LeJfJ8rKD6bPTUYzKl7S-UdCiCG-IIECsYRl5fNWYcrP7stdfj46MUDu0SjlsdBVxuvANYxXXuhrCQrAgu7NumEd5UkmIbUZ5iZSMOPUjxJcqz8cs6bqgcfQ5y9DtETJeihUsnDYzNBo3x-1TTf-MqJqex6bnm1G_4mjW-CVukcOoN4VR-S0L-CIkV-thw4xOZdFp1lSpFh3Qh73LqMwOEjjnmbSKsl10JMch8TzuyCqLzMUGwLUAskDAub1HfIyfdxM3BBNO7_QrLZSktf4Tlyxi3jjaecM4obz3BvhkRS4IAk70Py4XebESFdjl2ietoygSSyyoeSAMYDDe8dUBLmfAc59&p=0&fvj=0&vjs=3, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
118,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bvyxp-5kT5PI0anTaEYoEkcOlTMlp7z8iufLqgdrGl7g7r220Ha0md-YUF76AZTPPI-kAyb9KdkW89xQ0n_b1FjiK3xLf3t1Pq9qOyezUKh2OxQ8yFDkrTlpjQtKM8GGg0llbzGlDt9MlVnyFLYsTsWr0lRjzjGwZzNKc4MnZR6SkQq-yxlvEZLsBc6DpQkKlLRHZ6b7FqS2TpVOyWaCjwV0JkGfplYOPjlV6cqVp9Dm652yR1_RGQyKFcOZSa3aZlkelfqAhdOdOLGFuIPYtsiWmHES6EbWJ7tw1By70U8iy-3X0d5Metknkpl2N6PJNM0h2ncDWoji2xZTwu8ql6xSJmHvo2ZKB1wm3e8NOLIMwMovjaprm2lZXN0dQ0si1jmc-koVBgKHZmPREzWIfJngISc88U6UaiD8PpLG4VIZsODFl2htuse1vhioT__ZgSIpKPP-MMy4Q3nbKpCIud5Xt5PuaAmqsoeFxZM65wITAQvVXCxoYNG0bLZgaOdtPuNMVoiyKNU5Cj-VJoNAuvu66J-BzzYf6C6zMH_bwuHnkwAf6siLJ-O_uUcXoeyHlrBsaIKn__VFXCsctibbbKQeghnNGyfBU=&p=1&fvj=0&vjs=3," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
119,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An_F7pECnaBd2kaaPzVIE3U8A1lP216Cr-URqJ1oCRpRA4lx5JbBedmERUXYVX1hlHTKXvptAsU3tC4ZDs6BBvDL60pQEL-D0gaeq1hImcXY34qyuXj7UX6SsiLlJuWStJB340mPH2XsX-JMHURviiV-F_2Clndl1H-6wXuFz1idIKMA4qPSh-dnIlw9QHvp_zUNBgRZmWiEtBUWMiO8ZARlNs4VFIoGwgIqccL2qMQwUHvj810ews0gnO0uNsKLC6paVqgV92BifJoydVewCS3qunAbjVAmteKc7IhQn3nhwOhGhYxEqvJ--xrDI-WGsHn15Htyli1Ds_GhEauDVpoCpMGTsgq_4h8IW14nQPPMu2pUe4yfVi1UF4xoG-bc5hCBlL0sDuxk5C8KzTkl7VZBFZJjnusuE=&p=2&fvj=0&vjs=3," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
120,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGjB2hv9bZ0NPQyi4y0WH48voMzE5lTyU1lKfS1CvQyHuvWcbWDvGXpZ1SFLugnJeMj4XTix4UQhdAuFlFXrJRDs7R-v5f-AfwkAQWaQY5dy4g8iSJz5Bm6dTFosZRr1HPOui4Kp4zHTWgj1ELtT9R2cmqyn--fKnlzZRG6SABdNmSX3sk7syRPFU1R1QRQ2Jcb7f9oq_FKglpQ_oUhzUWE1TWtmT4ohjpxEJzfCQRseTNwnPvhm5hVzaqw_t4ZpsLHMsSD-ebwgLYrRGUH23g3H2ndsTi0UECCEG_JE9cb2r9FPritGXGmakGSYcmq7CHMxRxF-whL7L2dpkWmSCv-V_kcSZngurVyzP9w1eLDszkQdGuMbXvQL-0Y6tbW2pbTqHf2BfLieF9FFqKJyM_ilPdtIXf0lRy2zvuYPr4Zw6FdDnmxfrInFFnmMsFnjsy9Odv712Jsny2lL54eUwqM1_MEHp1HmGM6GWgMkA4dtpJr7hHQly9ob4RU4UAm8zRi5PyRsmSLtKKO6t01jeH1a&p=3&fvj=0&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
121,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVLD0NwOQENOe9ZSCJLsOt28qZmO4545ePKxrhyheH8r82zAzMcRn-EZpK-qOU5e02JRjkxkFg4CqLKoOXh1Rm2r6zWVkRGvH1HinlmX_iQTZ1DJfsE06rmQLRCh0xuYSUNBNh4L1Rqz_NKmjmkscFGWiKOoYdj5f_MaZyzdU60UoYtjnYg460oJEhd99U-pl3j_ZHSPsanq_a7zT_B3cr7qAyzWjAUxyItQbXCwhKOjWk3lX3JMlb9KLaA7iemHoVtnt6NNgPEiuNdrV3CdaCcb_LBAVyAIOFxIgMHFt1Gf5LgWg5q0Ty_ZMTQYtmR5pcA-vKwSTTRq-KE2n5r9iknFjFVGAJEEV9cGfLm0VJB3WjLOLQLGKudUCRXFwvAYmVxKaAw9LFM8JAAPtPYRrQ0wGKFn8F99o=&p=4&fvj=0&vjs=3," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
122,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxijQXaybKLXzyceYkkuZUfdhn0rqll0OUWIqDPOVhRVKGHAD9ecdE6loD__1YYw_ypI4flZhJbAL04OsnuHWzEbgkTb_VOlB6_5AMFbczbxwQ_BllBMyafiIm9PuMywqZrWTXxo1F9oX1cKnrHYyCSGTkldE83UAfNraFodBxQDhgn_AgopJr2F3TldirDRqg6UDvGKxrdKPs8_kwZuMOWNB7aSTjK4UgkknSnfW6792B4YhwARzRYZ0LyZ72bDiAAdCXbMXSwAEr6V_c8fwUxzfI9yYYpHPOiwfwPM9vj17ixI-2HWoPZFTvY7EaO5RMXSnvcfmxT4LwatP3PCTLFxK2u2ZHm8jCkOvbzAurrtZvEQK0CiLh0AcX9tePVxzDQh57u-zLovoVdmcHFPi-G7Vj6eYmUWFdiF_wg89MgYR34Q8lSzJ80qwE0qpFr9YssFAwHGZ-nkvQTRyoGOlVFTc0wPpFOaTOWFeI3N6OQF0S_Cc3V6_gSSDdOTQ8d-hKfV3K0xdcBX3KQnIMccoVqp8yAeuaYAa2GiTPmsoSb4FQrOpZ-20_xdeykj8np6icsD8uqa5i-M5EuRurwBfu3gumC7W3lK9ZM212MtuO7pDUjlbwKNjL4KBBWICCAqncFU83TmqgfrCaqm-8VD6Q2Q08PdonbQIGNwIJv0d03X-u-WcJzEtVQVDuaM9NH_YrBdcRtO3ogYbys2Q_E4FGNJZhzkDwtuwm1EdW4EgKFDALhoIaZFabPfT6QD01MqffV7pscROlDx-BaaTG8wOqHLpTV4-mLsLfUcZeLu67G48idGxCD12Z7JFPl2QNj5l1j_NWiTipQPpI5exyHmop-ubCLvLn7vF_Q1Y-oru7OBUsIZSVTv3EhJVlA-Pewql5Ms8qBlivQ9nkKL-SzWXHTRJ11HsxQcWWlg-PH7QKZn5E6GKlPL31aqDCsHQ-_j_1I-tWoTFHJrSSLZCY3rUaDQ51k9zWWXM4cx6qisxmArSheYkK-ZlJfe1utTTzT8lsV3_CSosA-8UbTqbYpKBcW4Uvj35bvOGd3OJU_U06J_bOj7iQ6P4rDIJppX5mCgSEvTwYHDmo0kmGJhlBkOwXRY0JZh2kjtVkrW-it2IDTisw&p=5&fvj=0&vjs=3, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
123,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0pzMgtNUWpzn8X5XVkObFKyvooyIGCFK59PHkyYz6-ShJBSOIsbUzVdipk9exvXNT_QCwz_6g47VKy1iydo2tww9KZeCDarfKGgFPGvI1FtXC4_STlq8iZAFjZ7m9enCbD0ZdDiUEvJt-MmfeKJ9QAEGU9LL4B8jG4Ix1s52-bIncAKjpuXqvGdQyGulkMJVSpp5KMyCIsuXj9AWnpz3PVb7SJqQiZQYucpQMldRo3O-e5IPHeCnLiRcg-SS9owOGf8HPf4w7bg8atbLWasas48r_7xt_EnIC6M1qIWOg-OdHdG6mE7CTu8SKdMKmxIG5fRM--wtxA8HM51yDGW6NWClq-L9DNA0VuucOuEN_fJf0TfQ9MMicKUGDi6RkCS_k6-mNFBjn5WtViwXWUhjq9P0OawWE536KjYRrFCwduLjnJoby9MLy0PAOeCPSMzw=&p=6&fvj=0&vjs=3, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
124,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bu-T8EV_Pzj62Zt_GblGsRwS_RrYzeDaTx6hmwLArKZiZ2ysrTLlFWHGP_WqciK0TTcaVS2mNpp5bHjlZT8c1OPgRIAz7iWQ9s6LG9sAL6madJwvYKbCZ_MOk9fivdS5LOGWLBWVCe08RVrWMPdZ0vu_xLIgwJAnyzJFB3ctiSKXReNs8RXxhPRtj59_20eDSPgD_YgpLuQeijmWPyziqsTBttUn3Mn8ndmidNntLByTBE40mZyUzw2YKCNw4jO9MahZNOYt8PcyB1BvT1pNhuH-8bvA1Nk-eALooKnJfb8SjPgcPCjX9hYrP2tJSBG1n-Ex6USE-vdJVNec-yOVh0hUAXwfsKmCbS8dQbDKfghvdp2PlNK7ytjAuJ6qnjuHrhvuL-1M1_HhmoS5SN5l7ODtGPnYZi9PE=&p=7&fvj=0&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
125,Josh.ai,Machine Learning/AI Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=3759033bb87a11cb&fccid=1f8a038b1c3a5e19&vjs=3, Four year college degree or equivalent in Computer Science. What we are looking for: Talented software engineers with a passion for innovation and problem…
126,CitiusTech,Lead Data Scientist,"Denver, CO",Easy Apply,3.9,indeed.com/rc/clk?jk=9a4e048bd1eb19a4&fccid=d7ffd11f502090e7&vjs=3," CitiusTech's data science approach is based on 3 focus areas: Model Development - Data pre-processing, data quality improvement and data mining for the…"
127,CapTech Consulting,Data Engineer,"Denver, CO",Not Easy Apply,4.4,indeed.com/rc/clk?jk=13d6bc11dbed5b45&fccid=6ce11bcd7af32730&vjs=3," Extract data from multiple sources, integrate disparate data into a common data model, and integrate data into a target database, application, or file using…"
128,BPMLinks,Artificial Intelligence/Machine Learning Engineer,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=765abd7757fe217d&fccid=4f051ec7153ae173&vjs=3," Awareness or Experience with big data tools (Hadoop, HDFS & Spark, Map Reduce). Use machine learning, data mining, predictive modelling & statistical techniques…"
129,Astra LLC,Data Scientist / AI Specialist,"Louisville, CO",Easy Apply,,indeed.com/rc/clk?jk=51f13b0b9abb4039&fccid=8d71fad27d8cc466&vjs=3," Applicants must be well versed in building and refining neural networks, developing machine learning models, application of cloud-based computing and data…"
130,DISH,Senior Data Scientist,"Englewood, CO",Not Easy Apply,3.3,indeed.com/rc/clk?jk=bcfe5b2d809c5c07&fccid=3c371b712ace44cf&vjs=3, Great communication skills - someone who is passionate about evangelizing the value of advanced data science capabilities.
131,National Renewable Energy Laboratory,Postdoctoral Researcher - Data Science for Materials,"Golden, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=8179a173e187783a&fccid=b4ae64835618776c&vjs=3," Postdoctoral Researcher - Data Science for Materials. The Data, Analysis and Visualization Group in the NREL Computational Science Center has an opening for a…"
132,SoundHound Inc.,Machine Learning Scientist - Natural Language Processing,"Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=22ef295c6ff17824&fccid=80413c126d4e4312&vjs=3," Ph.D in Computer Science, Computational Linguistics or related fields. This is a fantastic opportunity to join the core group working on Speech Recognition at…"
133,ServiceSource,Data Engineer,"Denver, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=1521101217c2456e&fccid=1c9b7d39d6944bf8&vjs=3, The Data Engineer will be responsible for building end-to-end data integration solutions that process Client system data to internal ServiceSource systems.
134,Cognizant Technology Solutions,Data Center Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=db926ba0f46e67f3&fccid=2df6a1e69a70a1e7&vjs=3," Enforce Data Center policies, guidelines, standards and procedures to keep the Data Center clean and organized while maintaining its showcase status."
135,University of Colorado Boulder,Open Faculty Position in Computer Science Machine Learning,"Boulder, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=82f0f10634b8f12a&fccid=d3add89427ae6567&vjs=3," For more information about the Department of Computer Science, please visit: http://www.colorado.edu/cs. The positions will be rostered in the Department of…"
136,Rocky Mountain Institute,Data Scientist (Senior Associate) - Industry Program,"Boulder, CO",Easy Apply,4.7,indeed.com/company/Rocky-Mountain-Institute/jobs/Data-Scientist-bdbf60c29daf28a7?fccid=942c6211cf29d268&vjs=3," An undergraduate degree in a quantitative subject such as computer science, mathematics, physics, statistics, or data science, and a strong track record of…"
137,Insurity,Data Engineer,"Denver, CO",Not Easy Apply,2.9,indeed.com/rc/clk?jk=94a379e30f5b7463&fccid=808107f935280e38&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
138,Pinnacol Assurance,Data Engineer,"Denver, CO",Easy Apply,4.0,indeed.com/rc/clk?jk=7ccb3b9d4b806681&fccid=66209e67d8000673&vjs=3," As a member of the Cake Data Science Team you will be responsible for data management tasks including design, development, and data security in a Google Cloud…"
139,Nutrien Ag Solutions,Senior Data Scientist,"Loveland, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=92b1a3dc78332ac1&fccid=cfbfa9d8b2bae993&vjs=3," Masters degree (PhD preferred) in a quantitative discipline such as computer science, statistics, data science, mathematics, economics or equivalent combination…"
140,Deloitte,Senior Data Scientist,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=d5705e9cc9320ab5&fccid=9e215d88a6b33622&vjs=3, Experience with end-to-end Data Science solutions such as H2O Driverless or Data Robot. A deep interest in Data Science and AI. What you will be doing.
141,RiskMatch,Customer Success Operations Analyst,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=0ca9c8cd478fef10&fccid=404aea3fb2fdff40&vjs=3, Own Vertafore’s data science drive customer health scoring model. Responsible for data integrity and structure in systems used by Vertafore Operations.
142,Entercom Communications Corp.,Senior Data Scientist,"Denver, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=926e89ca50833576&fccid=69b5f3994c8b2b26&vjs=3, Experience with owning and delivering data science solutions for an entire business application. The Data team is an elite team of data and marketing strategy…
143,Aegon,Data Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=da9ed9aedb21701e&fccid=817dbf75ac000d11&vjs=3," Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…"
144,ClientSolv Technologies,Data Engineer/Developer,"Englewood, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=2ef1d28b154ae09d&fccid=d25525f95db539b9&vjs=3," You will be responsible to design Data warehouse using Big data technology. Bachelor's degree in Computer Science, Engineering or related field."
145,Quotient Technology Inc.,Strategy and Insights Analyst,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=26e600f200954f62&fccid=1bd1c8048f82548f&vjs=3, Analyze multiple data sets including proprietary first and second party data as well as syndicated data to develop use cases for clients.
146,CenturyLink,Lead Data Scientist,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=ebfecdbe68a81684&fccid=9bdf8e3a2f3d19e4&vjs=3," The Data Scientist proactively identifies meaningful insights by executing data discovery, exploratory data analysis, and iteratively developing predictive and…"
147,CirrusMD,Data Engineer,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=fbf8708b97f1378b&fccid=eaffc346372bd744&vjs=3," Building and optimizing data pipelines, architectures and data sets. Automating and optimizing ingestion of outside data from customers."
148,Western Union,Data Engineer,"Denver, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=1ba6580c7ca96cc5&fccid=a9a275f507bb2412&vjs=3, Join Western Union as a Data Engineer! You will provide technical data and system support to the Global Compliance Risk Modeling Team.
149,IHS Markit,Job Posting Title 2020 Graduate Program – Analyst –Research Analyst,"Englewood, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=3eb400035f24dc5d&fccid=c4ba6202af4dda9d&vjs=3," At the heart of IHS Markit, we are an information company. Eligibility: Our next Graduate Program launches in 2020. As part of this role you will:"
150,Brandfolder,Marketing Analyst Intern,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=53f26b2b3d9afda0&fccid=3dcd77b6719e67fc&vjs=3, Work with our data science team to build useful dashboards with SQL. Assist sales and marketing operations with data requests.
151,LOCKHEED MARTIN CORPORATION,"Systems Engineer, Cost and Data Analytics (early career)","Littleton, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=baf65635ab326a53&fccid=aeb15e43a6800b9d&vjs=3," Being detail oriented and enjoying analyzing detailed data. Analyst working on affordability analysis, life cycle cost, cost data analytics, forecasting cost…"
152,ICR,Data Scientist,"Denver, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=95ada76c12f974ef&fccid=f443114cfea84035&vjs=3," Masters Degree or PhD in Mathematics, Physics, Statistics, Computer Science, or Data Science. Proficient in Python, R, Matlab, Lua, or other data science…"
153,Kaiser Permanente,"Data Analytics, Senior Analyst","Denver, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=f619761d67dc0ef0&fccid=48ecd526e3aa3225&vjs=3, EMC Data Science Associate (EMCDSA). Prepares data for analytic efforts by integrating and consolidating data; ensuring data quality and accuracy; profiling…
154,DaVita,Data Scientist,"Denver, CO",Not Easy Apply,3.5,indeed.com/rc/clk?jk=fd1ce20eaa80b4bb&fccid=4591d24972ae8f6f&vjs=3," Work collaboratively with data scientists, actuaries, data analysts, clinicians, and operators to identify opportunities to create value through advanced…"
155,Sambasafety,Data Engineer,"Greenwood Village, CO",Easy Apply,3.2,indeed.com/rc/clk?jk=f0ccc1f6a2a146be&fccid=adca44f3b9008cc2&vjs=3, Implement data solutions using scalable cloud-based data services and pipelines. Keep our data separated and secure across national boundaries through multiple…
156,Proofpoint,Software Engineer (Data),"Broomfield, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=60acfc457148356e&fccid=69c7d55b78dc7424&vjs=3, Experience working with both structured and unstructured data sets. Bachelor Degree or higher in Computer Science or relevant Engineering/Science discipline.
157,SonderMind,Data Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=ef7b92940289af4f&fccid=62adf059aaad4aa9&vjs=3, The Data Engineer will utilize modern principles and methodologies to maintain our data warehouse and making sure that all data relevant to our core business is…
158,University of Colorado Boulder,CIRES/ EARTH LAB Frontiers in Teaching & Learning Earth Data Science Post-Doc,"Boulder, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=33f61dda64441bad&fccid=d3add89427ae6567&vjs=3, Technical data and data science skills to support reproducible scientific workflows. Our programs teach core skills surrounding four areas at the intersection…
159,Havenly,Data Engineer,"Denver, CO",Not Easy Apply,2.2,indeed.com/rc/clk?jk=1081f8c4b7f73635&fccid=eab3b05f0d9d9c8d&vjs=3, Partner with the Data Science team to provide data infrastructure for a variety of projects including ETLs to the data warehouse powering the BI of Havenly.
160,T. Rowe Price,Data Analyst,"Colorado Springs, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=88cead6ae7f9d15d&fccid=65c89b6d6455eedf&vjs=3," College degree and 3+ years of experience in Data Science, Operations Management, Statistics, Computer Science, Information Systems or related degrees and…"
161,InVision,Senior Data Scientist - Sales,"Denver, CO",Easy Apply,4.4,indeed.com/rc/clk?jk=e87c01fa3b107693&fccid=38f2fff9c5f6bc9a&vjs=3," You will be embedded in our very data driven and data hungry Sales & Customer Facing Team to identify key metrics, conduct deep and rigorous analysis, and…"
162,Accenture,Sr. Data Engineer,"Denver, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=7c5bd641112c656b&fccid=a4e4e2eaf26690c9&vjs=3," BS/BA or Advanced degree in a relevant field (Computer Science, Engineering, or other Computational Science). Reviewing the data ingested from multiple sources."
163,University of Colorado,Research Associate - Data Scientist,"Aurora, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=7af4efd57e5bf35d&fccid=e370394a608927d2&vjs=3," They will work with faculty to transfer data from the public repositories and organize these data to facilitate data analysis, develop analysis pipelines to…"
164,University of Colorado Boulder,CIRES/NOAA PSD Post-Doc in Machine Learning for Improved Weather Forecasts,"Boulder, CO",Not Easy Apply,4.2,indeed.com/rc/clk?jk=2e27fafea029a2e3&fccid=d3add89427ae6567&vjs=3," Experience in ensemble forecasting, data assimilation, and machine learning. The Postdoc will work with world leaders in data assimilation and ensemble…"
165,Hyperia,Software Engineer - AI / Machine Learning,"Denver, CO",Not Easy Apply,,indeed.com/rc/clk?jk=0f788019efa8340f&fccid=6ef1b40502a99fb8&vjs=3," Interest in mathematics, data science, big data, or web crawling. You will work with and be mentored in a variety of AI/ML technologies, construct data…"
166,Xavient Information Systems,Sr. Software Engineer/ Data Engineer,"Greenwood Village, CO",Easy Apply,3.6,indeed.com/company/Xavient-Information-Systems/jobs/Senior-Software-Engineer-703b83fede9983b9?fccid=c398fbd1ef13c129&vjs=3," Deploy Enterprise data-oriented solutions leveraging Data Warehouse, Big Data and Machine Learning frameworks. Job title: Sr. Software Engineer/ Data Engineer*."
167,Transamerica,Data Engineer,"Denver, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=8de1c00db73c9dc8&fccid=6d2f19785dd4c73c&vjs=3," Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…"
168,GHX,US Contractor - Data Engineer (Big Data),"Louisville, CO",Not Easy Apply,3.3,indeed.com/rc/clk?jk=6f750b0761e3aa1a&fccid=4600afcfb0f58ad6&vjs=3, We are looking for an Experienced Data Engineer for a 6-month contract (possibility to extend or convert to FTE) to join our new Data Organization.
169,xentity corporation,Data Engineer,"Denver, CO",Easy Apply,4.6,indeed.com/rc/clk?jk=01a009b78325bcfd&fccid=d7dee2b3330da2cc&vjs=3," Finally, our data science analysts will need to meet the following: Could pass ad-hoc technical and whiteboard test given various data ETL and other patterns of…"
170,"The Steritech Group, Inc.",Senior Data Analyst,"Denver, CO",Not Easy Apply,3.1,indeed.com/rc/clk?jk=f51f6fba00a2c10c&fccid=551764edf0879233&vjs=3, Must have a Bachelor’s Degree in data science or a related field or three years progressive experience in a data analysis role. Developing the reports in Qlik.
171,Pearson,Machine Learning Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=a81835c266d0e0bc&fccid=915b1c0ee87e5e8a&vjs=3," + Expert grasp of Computer Science/Engineering including data structures, data modeling, algorithms, distributed systems and software design."
172,"Amazon.com Services, Inc.",Sr. Data Engineer - Analytics,"Boulder, CO",Not Easy Apply,3.6,indeed.com/rc/clk?jk=6f5444b9de25050b&fccid=fe2d21eef233e94a&vjs=3," Experience with data modeling, data warehousing, and building ETL pipelines. Proven track record of successful communication of data infrastructure, data models…"
173,SoundHound Inc.,Machine Learning Engineer - Acoustic Modeling,"Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=dbce938e81f38afb&fccid=80413c126d4e4312&vjs=3, MS / PhD in Computer Science or Electrical Engineering or Statistics or equivalent. Apply deep learning techniques and neural networks to improve acoustic…
174,HP,Software Engineer Internship for Workstations for Data Science Tools,"Fort Collins, CO",Not Easy Apply,4.0,indeed.com/rc/clk?jk=793348673dae4fbf&fccid=1b866506aec22461&vjs=3, Work with a team to understand Data Science workflows within an edge compute environment. This internship will design and deploy a data science tools used to…
