,Company_Name,Job_Title,Location,Easy_Apply,Rating,URL,Summary
308,Comcast,Senior Data Engineer,"Englewood, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=c5e4fede629a1d0f&fccid=ea25315ee9da22e5&vjs=3," Telecommunications experience Knowledge of Telecommunication/Cable billing, customer care systems, marketing data, customer data and privacy data."
309,HERE Technologies,Lead Software Engineer - Machine Learning,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=8adde475b2493ef3&fccid=1a8dd67b37dcdef8&vjs=3," M.S. or B.S. degree in computer science or a related discipline. You will be joining the Aggregation team, which supports the creation and update of accurate,…"
310,Ball Aerospace,Senior Engineer – Mission Data Analysis Engineer (669033),"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=c2653ac6e6043dcb&fccid=82c5e27e77990fa2&vjs=3, Mentor junior engineers in mission data analysis. Senior Engineer – Mission Data Analysis Engineer. Candidate should have proven experience in performing…
311,Lena Research Foundation,Principal Algorithm Engineer: Speech Processing and Machine Learning,"Boulder, CO",Easy Apply,,indeed.com/rc/clk?jk=88d7af856b672aa8&fccid=5731f648a7a71290&vjs=3," LENA, a social impact technology organization located in Boulder, Colorado, has developed amazing hardware and. We continue to grow and are looking."
312,Wowza Media Systems,Data Engineer and Resource Manager,"Golden, CO",Easy Apply,,indeed.com/rc/clk?jk=651d943f3edb6de4&fccid=009ec2a926547fc0&vjs=3," Degree in IT, Computer Science, Data Science or related field. Wowza Media Systems is currently seeking a Data Science & Resource Manager to architect,…"
313,"Takeoffs, Inc.",Senior Machine Learning (ML) and Computer Vision (CV) Engineer,"Denver, CO",Easy Apply,,indeed.com/rc/clk?jk=06a385f35dbe05a8&fccid=e2c497e8c7eaa744&vjs=3," Build TensorFlow-based data processing, model training and evaluation ML pipelines for research on GCP. Bachelor’s Degree in Computer Science with an emphasis…"
314,SoundHound Inc.,Senior DevOps Engineer - Machine Learning Infrastructure,"Boulder, CO",Not Easy Apply,,indeed.com/rc/clk?jk=69b75527b67a85e7&fccid=80413c126d4e4312&vjs=3," BS in Computer Science, Electrical Engineering, or equivalent and 5+ years of experience or MS and 3+ years of experience."
315,Hewlett Packard Enterprise,Senior Solutions Engineer – Big Data,"Fort Collins, CO",Not Easy Apply,3.7,indeed.com/rc/clk?jk=829f7a87eccdaf12&fccid=216eb700022de6f6&vjs=3," Knowledge of data streaming technologies a plus. Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent."
316,Ball Aerospace,Spacecraft Command and Data Handling (C D H) Engineer II (668273) - Security clearance required,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=bc6c2c53aa8dd11b&fccid=82c5e27e77990fa2&vjs=3, Engineer II – Spacecraft Command and Data Handling (C&DH). Work within the Command & Data Handling (C&DH) subsystem team to support the definition of…
317,Jacobs,Big Data Systems Design Engineer IRES - SAFB,"Schriever AFB, CO",Not Easy Apply,3.9,indeed.com/rc/clk?jk=92d5898ec41b58b2&fccid=de56d7554bea5214&vjs=3, Assist Data Analytics Systems Administrators with managing and maintaining the Data Analytics Platform. Experience with big data technologies to include:
318,LOCKHEED MARTIN CORPORATION,"Electronics Engineer, Command and Data Handling and Power Technical Lead, Mid-Career","Littleton, CO",Not Easy Apply,4.1,indeed.com/rc/clk?jk=aa52dc3315c24ef6&fccid=aeb15e43a6800b9d&vjs=3," Familiarity with Spacecraft Bus Subsystems such as: Avionics, Power, GN&C, Thermal, RF Communications, Data Handling and Management, Telemetry and Commanding,…"
319,Ball Aerospace,Senior Electrical Engineer-Spacecraft Command & Data Handling Responsible Engineer (668570),"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=64cd66072fb2194d&fccid=82c5e27e77990fa2&vjs=3, Senior Electrical Engineer - Spacecraft Command & Data Handling Responsible Engineer. Track and coordinate delivery and review of subcontract data deliverables.
320,Ball Aerospace,Principal Electrical Engineer-Spacecraft Command & Data Handling Responsible Engineer (666071),"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=ed7784e83f1ff7f9&fccid=82c5e27e77990fa2&vjs=3, Principal Electrical Engineer - Spacecraft Command & Data Handling Responsible Engineer. Track and coordinate delivery and review of subcontract data…
321,Ball Aerospace,Electrical Engineer II-Spacecraft Command & Data Handling (668562) - Security clearance required,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=3d449d7b918b5ada&fccid=82c5e27e77990fa2&vjs=3, Electrical Engineer II – Spacecraft Command & Data Handling. This position is for an electrical engineer who can work within the Command & Data Handling (CDH)…
322,Ball Aerospace,Senior Electrical Engineer-Spacecraft Command & Data Handling (666421) - Security clearance required,"Boulder, CO",Not Easy Apply,3.8,indeed.com/rc/clk?jk=99b93bfffecd5b13&fccid=82c5e27e77990fa2&vjs=3," Senior Electrical Engineer, Spacecraft Command & Data Handling. This leadership position is for a highly-experienced electrical engineer who can lead the…"
323,Ezoic,Data Scientist - Relocate to Carlsbad,United States,Easy Apply,5.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D0pzMgtNUWpzn8X5XVkObFKyvooyIGCFK59PHkyYz6-ShJBSOIsbUzVdipk9exvXNT_QCwz_6g47VKy1iydo2tww9KZeCDarfKGgFPGvI1FtXC4_STlq8iZAFjZ7m9enCbD0ZdDiUEvJt-MmfeKJ9QAEGU9LL4B8jG4Ix1s52-bIncAKjpuXqvPnatDWAwsn7__8Ys-5Ra_SCSGDw1mVjkOui-FDWUji9ZG29JjpcwR_DegxNM6lXua9rZYjl8Rn8s3EwerUiho96d-vjouPUo4Kr54mIO0RL2zmlLL_YY4K4cJrLasy8R59Vw7i6mOosLaahlonZt_kERW6qECSBYdYt_HhVk-Ph3VX7qYRUpXIjW4DKeTd9tXMlIxYRxhL0ivANKBNuAoOlOIoD6ZmiYm9tbSwUx8qt_Be-nztnBydqmSypzGXYYgyiZrnwrFoM=&p=33&fvj=0&vjs=3, Proactively perform data exploration on user behavior and website performance to discover future testing opportunities.
324,CBRE,Lead Data Center Building Engineer,"Boulder, CO",Not Easy Apply,3.8,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bu-T8EV_Pzj62Zt_GblGsRwS_RrYzeDaTx6hmwLArKZiZ2ysrTLlFWHGP_WqciK0TTcaVS2mNpp5bHjlZT8c1OPgRIAz7iWQ9s6LG9sAL6madJwvYKbCZ_MOk9fivdS5LOGWLBWVCe08RVrWMPdZ0vu_xLIgwJAnyzJFB3ctiSKZp3KkoILMHCbjRj72RCfUWfEmr3dMjhN-uLyDsVaZbFs6WMtv8bOrZ-yPvQqrDQ_hDO2BYeXsTTpbvcchuZ8zGHzG7sTWnsZt2SFPY0dgHYtB5tKrOpy-_n_uStCFIhNlGFk7kAZ_tqlOIM-z_Jn6nupQTSwi67BUESzBmJKeUw26XNPpSsNpc9nS0630_rBJ_Gna8iHNPe1OA9IS1pH4sf8AeNlolqGpaiafAqXGCm7In-5YDe4to=&p=34&fvj=0&vjs=3, Supervise and direct Technical Team staff on shift and monitor performance of assigned responsibilities. Perform and/or direct the performance of all Technical…
325,CenturyLink,Senior Manager Data Science,"Broomfield, CO",Not Easy Apply,3.5,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGKj2dVRoMy2japSZrYRM8IJNi6D13enLCCRY5KIhxijQXaybKLXzyceYkkuZUfdhn0rqll0OUWIqDPOVhRVKGHAD9ecdE6loD__1YYw_ypI4flZhJbAL04OsnuHWzEbgkTb_VOlB6_5AMFbczbxwQ_BllBMyafiIES6tz0U7_NyEkjZcyD_WefMFtR-an9H4_uYEAWfmpIFjzGDvGqLIce4vOmPXblQofFItNESG6X57BYei2r6kz8MsmPzYVPev-5C8Z0E9JMzZIezxi83iasT2xLLTcWFMhS15fyaUxvOAaVBLNFROeZhzcP_C6HAAXsvCpMPkNAlw7UcjOTfyiUbFSFUq1uVBs1PnFlVTDgAWkn_PBrP-3wrg2ck2l_Kw5PHinZJXcM9NxEI8-qZHSbZ_YvJF6gqeH_0dB4A4a6jTzG-2ugngUnXXsMqH4LrPBIvbo5ve7I_m7x7y4epvj8jmEZMZJ5Uckyrr9czb9kse3X81t0CsIQMnE24_R_Atxyhz0b_OTyc-FKTiXW6samPkCBzTMmuS8JiRTsXGkRqlRjGqq0QBTf0GFtD0rqW3jw7I2_VRkIvA7oImY5rnxdy5rpNjVng2UgJOVGjP0rAYQC0VsV7i6luO3r6cxZ7trC67Tl6OoUykK_W3IRPIHyohtjM8k1ZrCynmTzpF6cJaGK3rMyPM2eWGwMYzXJIv1YavwIUeJiYhJGLtZeCagKrlGrAoTi2-Hxa_OXweiyqbpZgX-4ZTrkWnkz12hyGZ1i0xPBY3nhHxLHrQmfjjJC3081vsH1wUeDVvFn5Ye8WhoUrxA3K5nEbsgdg66fKG37fdyCcxCJjC5GJD13rkrfQqXEd7_9iNjG6In88LH-Kuhtzw8I5SHKE9_mSMqjLhg-fvXctEWucCUXqA3VfrtgD4CtRN3YjuUKFI9UNyEZvJL-cTvOo0hjHrwfRbbN5T801hQWLQz_sPgu7ChE02tmqAIulUQnvuC3u2OqyYpxJNa5ExVyrnSUhltq7YIpXI_zGfhhMBHPuqMxO96Zyo3OCKJ4G6uBN9WGfahqGrfP8SR7LqeqOgxquZwhXs8roeZHH4Ufk9YY3uOdI-3XjmCJ9tO_AzMRsU7FTrjd5C1HDozmR1qBtkhdBYqlLzBEJN_UWTo_Lt7qLYGXyPRy0bs&p=35&fvj=0&vjs=3, The Field Operations & Network Implementation data science team identifies operational improvement opportunities to reduce costs and improve customer experience…
326,Horizontal,Data Scientist,"Broomfield, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVLD0NwOQENOe9ZSCJLsOt28qZmO4545ePKxrhyheH8r82zAzMcRn-EZpK-qOU5e02JRjkxkFg4CqLKoOXh1Rm2r6zWVkRGvH1HinlmX_iQTZ1DJfsE06rmQLRCh0xuYSUNBNh4L1Rqz_NKmjmkscFGWiKOoYdj5f_MaZyzdU60QMf8tbbdJyYMq7_IuCwCssoMcPIkvE6x53Auq81OKZCuUEIls3Jm4pXXPXaJClY2TRC_QINlihRV_Wq4KlXYxYcaKuPt-OSZAuv0fWcphdqL1qJVbEqa7HznN569uYkB2N77gC1TkjM026bBEesOOjBtvEq079_7OUwLFXAnbJjuP4rMTmJrfq6tpuUaTU_28vYwj_K3bP1urdCr0hCfSr07t_8crFjzMZkTL9fHoli4slXvSS3EdI=&p=36&fvj=0&vjs=3," Data scientists use data and analytical ability to find and interpret rich data sources; manage large amounts of data despite hardware, software, and bandwidth…"
327,Charles Schwab,Data Engineer,"Lone Tree, CO",Not Easy Apply,4.0,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bvyxp-5kT5PI0anTaEYoEkcOlTMlp7z8iufLqgdrGl7g7r220Ha0md-YUF76AZTPPI-kAyb9KdkW89xQ0n_b1FjiK3xLf3t1Pq9qOyezUKh2OxQ8yFDkrTlpjQtKM8GGg0llbzGlDt9MlVnyFLYsTsm1QteUGYBdlbcJlHGhGNbn9b_77mG3wCwdxOUTHmCd_H4E3ac5316Q5WH4RQ-lD5-FYBwwnA0XYvC07NqaE2cK1PvWnDrBwt9Ke0VcvRf7X9EFAP51nNLWIxOo9MtMChowROL3NmZLq9OEAT9z-bP3LNU2f06AEMFCoU_6VuQuQBqPzx_8AmQmlotRatay0LIq-ceiQMw3VZzUPnTYSW4BzaGsaB9tMLO_p5fEnkFuG6MHjeyFdnosE93bgZfCdGtphZy3C0KVGoY_Oam4P4D2WpBnHVeK4IvF6sSD_ja7bEKLQru85Z9o4pIj7QzxCH1lSm_F7cSBmL_RPE2ep6CqeJJdKdjK3qpZAJS535fRwvK7e7b9iofVXCyWKGObrj9E_9xe5ErcN7mxSNG0966E7AiDpDOBEv96HMxQc_Di11n_PEIv_i4Kdd_XEBeJfNar7AhniWaFk=&p=37&fvj=0&vjs=3," Designing, building and support data processing pipelines to transform data in Big Data or Teradata platforms. Your detailed duties would include:"
328,UPMC,Director Integrated Data Science,"Loveland, CO",Not Easy Apply,3.7,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0An_F7pECnaBd2kaaPzVIE3U8A1lP216Cr-URqJ1oCRpRA4lx5JbBedmERUXYVX1hlHTKXvptAsU3tC4ZDs6BBvDL60pQEL-D0gaeq1hImcXY34qyuXj7UX6SsiLlJuWStJB340mPH2XsX-JMHURviiV-F_2Clndl1H-6wXuFz1iVUU8DP-OwxNh6i-QdQVXguair15-20BOeu6wH3LKhC3LFTbA65r4X3O0RQQ7jwEPNMYOKe5_1BHhOB158TJsEqIOSQr9zHvwLP_VtrR2AO-TwzS8EggmZ-G7yzPVl9uV3f8HJO6hNeeClUWSpRrglFUL5PLj29zJ8g5D_p9mvc97MVAok6j4pYG55b214Ekcgwsa3hU8p-l1NRKtNq_HTTcMc2_BW5bwJD1wmxGElmi4M0THcQThOo=&p=38&fvj=0&vjs=3," Demonstrated knowledge of programming expertise necessary to support data modeling. Demonstrated knowledge of advanced modeling techniques, including data…"
329,Valen Analytics,Data Engineer,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGjB2hv9bZ0NPQyi4y0WH48voMzE5lTyU1lKfS1CvQyHuvWcbWDvGXpZ1SFLugnJeMj4XTix4UQhdAuFlFXrJRDs7R-v5f-AfwkAQWaQY5dy4g8iSJz5Bm6dTFosZRr1HPOui4Kp4zHTWjbzTPFASML8RSiTSM7W9FXojqwXxllK-Dv2NcvTFf6cZynJx4iO1MkMNKgANUjzrH5EHx6u6v8A6AKZZqkqahnv5WfUArINH2kFI_hGxoYikMwiPFt_CMvmjw80Mznh7I7gCIL2YOiKc8E2W6RJ3qtkasHpn5QrmfVfyeQwJBRtqNY2sbULw1_JD8ZaGnhQKJDJ0hdzYJXEITAqN_O_Q1Z_Ne0vD8EhPK46b2lYuphtjRaY7xd6uey3EhkR7B7aIW9ZuwFuxcMBX02pKL61cxXEy6H3PKrefKHic5PfmzY8MzbP4a9VBpKHaBmIiee_ckpziGiMtzDuHL3L2M0H9IJLoaqnDQ3HEVaOzlEyetL5uhB6QzVIHWen4BDT7F40dDFIAv9iTBge&p=39&fvj=0&vjs=3, Troubleshoot basic data and data engineering issues. Develop technical solutions to improve data and data usage. Perform data cleansing and validation.
330,Valen Analytics,Data Scientist,"Denver, CO",Not Easy Apply,,indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BGue66LtIrErvPv8SX7o1ncRfdsd9_h73i5bKsRNPydYGpYqtZB6K8_dI2ZzVzXGhz_-wvt-BDCiVWiuhErwbB6GsiPuOxM0UTZR-v4jpZnm6O1Lpc3JXtPFh2YMOCJcUdS0bCviNczHYbd22bKIebTzeLAUGXojXRnsuWMOlUvO9qzVnoMUqa6HlV5NV9Opytjl5JuHZDwiOG5Y9NGRMZ-OTdix6_rmvvg7e1qghryLf6ooNtEYyDkTWYpbuYp7E8PMQDJwBp_Ru7DYuEpvYeJFUvDjcz1grexMwXMflyN0EXxQllooIjd_KjZgkSiEWrHZLx7nfz3bpJo81aQlsgdO52njAKOOuDjZZDvuYT1NezEJyQvZurACdVDTQKZKrhFCblmpc9PwQyMMuRoxh-LO3u60BvBcbUBvMqm1YLwgEBNCHxi4YjS4aOLe7tv3JWeJg6VhsjROx4imqWUpbLJUAy8Kb07GvHK6_wJ3aiGLx18aIYt8B9XxAuSxF4MfApqMezIm46Tj0Z1VlLmdepsjCVdEzUVhoTVoYmAM05InGg0_VeSy4Ho_w8or6r1ptxxQLFjlDfuGb72ecmSpR6&p=40&fvj=0&vjs=3, Effectively represent the Data Science group in a collaborative environment to execute on company goals. Data visualization software and tools.
